X_05%,X_68%,X_95%,Template
12390,22265,25843,3
12003,16982,20854,3
12296,17048,24343,3
11990,19673,25242,3
11739,15542,17707,3
11204,14875,19267,3
11950,17553,19598,3
13576,19269,21180,3
15352,22488,27939,3
14082,18758,20549,3
14581,18497,19194,3
12630,16239,17355,3
10944,16204,22245,3
11365,16483,17026,3
11203,18368,21459,3
10911,19613,23846,3
10515,22005,24548,3
11421,18456,26741,3
12361,16078,16700,3
12000,15981,19903,3
12678,19600,23065,3
11905,16561,17774,3
12555,16780,17644,3
11817,16738,20036,3
10790,18677,23173,3
10902,14377,15435,3
10755,14439,15686,3
10982,17356,24716,3
10978,16014,16491,3
10401,15683,18762,3
11089,16260,16858,3
11240,15590,16321,3
10896,14617,15986,3
10583,14448,20358,3
10517,16968,22290,3
10831,16610,19507,3
11173,17040,17768,3
11393,16578,23319,3
11675,20978,23470,3
11311,18982,22608,3
11295,14528,15530,3
11305,20381,23479,3
11296,16197,16911,3
11435,16181,17660,3
10905,17200,17663,3
11398,16032,19088,3
10897,14835,20622,3
10366,15651,21925,3
10834,16540,19069,3
10958,16640,17058,3
11287,16375,16847,3
10969,15858,16223,3
10726,15221,15777,3
10403,17542,20824,3
9704,17562,19016,3
9847,19868,22759,3
10278,15831,16171,3
10042,15595,15980,3
10270,15474,19640,3
10090,15804,20395,3
10099,14007,19625,3
9541,13745,17657,3
9834,19966,23298,3
10965,18515,21435,3
10044,15495,15932,3
10170,15717,19109,3
10099,15205,15653,3
10752,13777,15502,3
9592,15081,20180,3
9995,15762,21721,3
10057,16028,16463,3
10043,16795,17168,3
10644,17962,18489,3
11059,16900,17279,3
10362,16917,20310,3
9516,13048,19606,3
9639,15816,20604,3
9960,16372,16701,3
10481,17075,24352,3
10168,15740,18728,3
10212,15929,20471,3
10324,14355,19180,3
9751,13766,14345,3
9824,15620,16230,3
10567,16130,23791,3
10116,16077,16479,3
10111,17488,18150,3
11026,19430,20375,3
11542,19665,25557,3
10256,14553,19630,3
10078,15871,17472,3
10684,18075,21279,3
10584,18215,20652,3
11175,19714,23537,3
10761,19438,24099,3
11273,18492,23307,3
11218,18344,22522,3
10157,16822,25253,3
10662,20353,26426,3
10770,16510,20696,3
10565,18567,24221,3
10491,23471,26339,3
11362,17997,20626,3
10492,19109,21630,3
10565,25570,27313,3
11315,18769,20841,3
11023,18679,23134,3
10282,17788,22030,3
10236,19807,23265,3
